job_id,x,V_fem_N,V_roark_N,error_V_N,M_fem_Nm,M_roark_Nm,error_M_Nm
0.000000000000000000e+00,3.437500000000000000e-01,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-8.281250003671999593e+02,8.281250000000000000e+02,-1.656250000367199846e+03
0.000000000000000000e+00,3.593750000000000000e-01,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-8.203125003741999990e+02,8.203125000000000000e+02,-1.640625000374199999e+03
0.000000000000000000e+00,3.750000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-8.125000003812999694e+02,8.125000000000000000e+02,-1.625000000381299969e+03
0.000000000000000000e+00,3.906250000000000000e-01,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-8.046875003884000535e+02,8.046875000000000000e+02,-1.609375000388400167e+03
0.000000000000000000e+00,4.062500000000000000e-01,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-7.968750003952000043e+02,7.968750000000000000e+02,-1.593750000395200004e+03
0.000000000000000000e+00,4.218750000000000000e-01,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-7.890625004027999694e+02,7.890625000000000000e+02,-1.578125000402799969e+03
0.000000000000000000e+00,4.375000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-7.812500004107999985e+02,7.812500000000000000e+02,-1.562500000410800112e+03
0.000000000000000000e+00,4.531250000000000000e-01,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-7.734375004191999778e+02,7.734375000000000000e+02,-1.546875000419199978e+03
0.000000000000000000e+00,4.687500000000000000e-01,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-7.656250004281999963e+02,7.656250000000000000e+02,-1.531250000428200110e+03
0.000000000000000000e+00,4.843750000000000000e-01,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-7.578125004375000344e+02,7.578125000000000000e+02,-1.515625000437500148e+03
0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-7.500000004455999942e+02,7.500000000000000000e+02,-1.500000000445600108e+03
0.000000000000000000e+00,5.156250000000000000e-01,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-7.421875004546000127e+02,7.421875000000000000e+02,-1.484375000454600013e+03
0.000000000000000000e+00,5.312500000000000000e-01,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-7.343750004631999673e+02,7.343750000000000000e+02,-1.468750000463199967e+03
0.000000000000000000e+00,5.468750000000000000e-01,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-7.265625004734999948e+02,7.265625000000000000e+02,-1.453125000473499995e+03
0.000000000000000000e+00,5.625000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-7.187500004826999884e+02,7.187500000000000000e+02,-1.437500000482699988e+03
0.000000000000000000e+00,5.781250000000000000e-01,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-7.109375004918000513e+02,7.109375000000000000e+02,-1.421875000491800165e+03
0.000000000000000000e+00,5.937500000000000000e-01,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-7.031250005017999456e+02,7.031250000000000000e+02,-1.406250000501800059e+03
0.000000000000000000e+00,6.093750000000000000e-01,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-6.953125005114000032e+02,6.953125000000000000e+02,-1.390625000511400003e+03
0.000000000000000000e+00,6.250000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-6.875000005207999720e+02,6.875000000000000000e+02,-1.375000000520799858e+03
0.000000000000000000e+00,6.406250000000000000e-01,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-6.796875005310999995e+02,6.796875000000000000e+02,-1.359375000531099886e+03
0.000000000000000000e+00,6.562500000000000000e-01,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-6.718750005427999668e+02,6.718750000000000000e+02,-1.343750000542800080e+03
0.000000000000000000e+00,6.718750000000000000e-01,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-6.640625005517999853e+02,6.640625000000000000e+02,-1.328125000551799985e+03
0.000000000000000000e+00,6.875000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-6.562500005616000180e+02,6.562500000000000000e+02,-1.312500000561600018e+03
0.000000000000000000e+00,7.031250000000000000e-01,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-6.484375005732999853e+02,6.484375000000000000e+02,-1.296875000573299985e+03
0.000000000000000000e+00,7.187500000000000000e-01,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-6.406250005831000180e+02,6.406250000000000000e+02,-1.281250000583100018e+03
0.000000000000000000e+00,7.343750000000000000e-01,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-6.328125005931000260e+02,6.328125000000000000e+02,-1.265625000593100140e+03
0.000000000000000000e+00,7.500000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-6.250000006026000392e+02,6.250000000000000000e+02,-1.250000000602600039e+03
0.000000000000000000e+00,7.656250000000000000e-01,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-6.171875006113999689e+02,6.171875000000000000e+02,-1.234375000611400083e+03
0.000000000000000000e+00,7.812500000000000000e-01,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-6.093750006218000408e+02,6.093750000000000000e+02,-1.218750000621800154e+03
0.000000000000000000e+00,7.968750000000000000e-01,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-6.015625006328000381e+02,6.015625000000000000e+02,-1.203125000632800038e+03
0.000000000000000000e+00,8.125000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-5.937500006431999964e+02,5.937500000000000000e+02,-1.187500000643200110e+03
0.000000000000000000e+00,8.281250000000000000e-01,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-5.859375006543999689e+02,5.859375000000000000e+02,-1.171875000654400083e+03
0.000000000000000000e+00,8.437500000000000000e-01,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-5.781250006668000196e+02,5.781250000000000000e+02,-1.156250000666800133e+03
0.000000000000000000e+00,8.593750000000000000e-01,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-5.703125006755000186e+02,5.703125000000000000e+02,-1.140625000675499905e+03
0.000000000000000000e+00,8.750000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-5.625000006880000001e+02,5.625000000000000000e+02,-1.125000000688000000e+03
0.000000000000000000e+00,8.906250000000000000e-01,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-5.546875006960000292e+02,5.546875000000000000e+02,-1.109375000695999915e+03
0.000000000000000000e+00,9.062500000000000000e-01,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-5.468750007065999625e+02,5.468750000000000000e+02,-1.093750000706600076e+03
0.000000000000000000e+00,9.218750000000000000e-01,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-5.390625007160000450e+02,5.390625000000000000e+02,-1.078125000716000159e+03
0.000000000000000000e+00,9.375000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-5.312500007265999784e+02,5.312500000000000000e+02,-1.062500000726599865e+03
0.000000000000000000e+00,9.531250000000000000e-01,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-5.234375007370000503e+02,5.234375000000000000e+02,-1.046875000736999937e+03
0.000000000000000000e+00,9.687500000000000000e-01,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-5.156250007521999805e+02,5.156250000000000000e+02,-1.031250000752199867e+03
0.000000000000000000e+00,9.843750000000000000e-01,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-5.078125007688000210e+02,5.078125000000000000e+02,-1.015625000768799964e+03
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-5.000000007770000252e+02,5.000000000000000000e+02,-1.000000000776999968e+03
0.000000000000000000e+00,1.015625000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-4.921875007899000138e+02,4.921875000000000000e+02,-9.843750007899000138e+02
0.000000000000000000e+00,1.031250000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-4.843750008005000041e+02,4.843750000000000000e+02,-9.687500008004999472e+02
0.000000000000000000e+00,1.046875000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-4.765625008101999924e+02,4.765625000000000000e+02,-9.531250008101999356e+02
0.000000000000000000e+00,1.062500000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-4.687500008229999935e+02,4.687500000000000000e+02,-9.375000008229999366e+02
0.000000000000000000e+00,1.078125000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-4.609375008348000051e+02,4.609375000000000000e+02,-9.218750008347999483e+02
0.000000000000000000e+00,1.093750000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-4.531250008494999975e+02,4.531250000000000000e+02,-9.062500008494999975e+02
0.000000000000000000e+00,1.109375000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-4.453125008609000020e+02,4.453125000000000000e+02,-8.906250008608999451e+02
0.000000000000000000e+00,1.125000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-4.375000008628999808e+02,4.375000000000000000e+02,-8.750000008628999240e+02
0.000000000000000000e+00,1.140625000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-4.296875008728000012e+02,4.296875000000000000e+02,-8.593750008728000012e+02
0.000000000000000000e+00,1.156250000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-4.218750008774999856e+02,4.218750000000000000e+02,-8.437500008775000424e+02
0.000000000000000000e+00,1.171875000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-4.140625008842000057e+02,4.140625000000000000e+02,-8.281250008842000625e+02
0.000000000000000000e+00,1.187500000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-4.062500008856000022e+02,4.062500000000000000e+02,-8.125000008856000022e+02
0.000000000000000000e+00,1.203125000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-3.984375008823000144e+02,3.984375000000000000e+02,-7.968750008823000144e+02
0.000000000000000000e+00,1.218750000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-3.906250008820999824e+02,3.906250000000000000e+02,-7.812500008821000392e+02
0.000000000000000000e+00,1.234375000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-3.828125008759000139e+02,3.828125000000000000e+02,-7.656250008759000139e+02
0.000000000000000000e+00,1.250000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-3.750000008632000004e+02,3.750000000000000000e+02,-7.500000008632000572e+02
0.000000000000000000e+00,1.265625000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-3.671875008498000170e+02,3.671875000000000000e+02,-7.343750008498000170e+02
0.000000000000000000e+00,1.281250000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-3.593750008367999840e+02,3.593750000000000000e+02,-7.187500008367999271e+02
0.000000000000000000e+00,1.296875000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-3.515625008212999774e+02,3.515625000000000000e+02,-7.031250008212999774e+02
0.000000000000000000e+00,1.312500000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-3.437500008125999784e+02,3.437500000000000000e+02,-6.875000008125999784e+02
0.000000000000000000e+00,1.328125000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-3.359375007986000128e+02,3.359375000000000000e+02,-6.718750007986000128e+02
0.000000000000000000e+00,1.343750000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-3.281250007895999943e+02,3.281250000000000000e+02,-6.562500007895999943e+02
0.000000000000000000e+00,1.359375000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-3.203125007785000093e+02,3.203125000000000000e+02,-6.406250007784999525e+02
0.000000000000000000e+00,1.375000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-3.125000007694000033e+02,3.125000000000000000e+02,-6.250000007694000033e+02
0.000000000000000000e+00,1.390625000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-3.046875007516999858e+02,3.046875000000000000e+02,-6.093750007516999858e+02
0.000000000000000000e+00,1.406250000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-2.968750007350000146e+02,2.968750000000000000e+02,-5.937500007349999578e+02
0.000000000000000000e+00,1.421875000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-2.890625007213000117e+02,2.890625000000000000e+02,-5.781250007213000117e+02
0.000000000000000000e+00,1.437500000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-2.812500007044000085e+02,2.812500000000000000e+02,-5.625000007044000085e+02
0.000000000000000000e+00,1.453125000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-2.734375006893999966e+02,2.734375000000000000e+02,-5.468750006893999398e+02
0.000000000000000000e+00,1.468750000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-2.656250006679999842e+02,2.656250000000000000e+02,-5.312500006679999842e+02
0.000000000000000000e+00,1.484375000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-2.578125006425000265e+02,2.578125000000000000e+02,-5.156250006425000265e+02
0.000000000000000000e+00,1.500000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-2.500000006219999875e+02,2.500000000000000000e+02,-5.000000006220000159e+02
0.000000000000000000e+00,1.515625000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-2.421875006058999986e+02,2.421875000000000000e+02,-4.843750006059000270e+02
0.000000000000000000e+00,1.531250000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-2.343750005781000141e+02,2.343750000000000000e+02,-4.687500005781000141e+02
0.000000000000000000e+00,1.546875000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-2.265625005535000014e+02,2.265625000000000000e+02,-4.531250005535000014e+02
0.000000000000000000e+00,1.562500000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-2.187500005185999896e+02,2.187500000000000000e+02,-4.375000005186000180e+02
0.000000000000000000e+00,1.578125000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-2.109375004869999941e+02,2.109375000000000000e+02,-4.218750004869999657e+02
0.000000000000000000e+00,1.593750000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-2.031250004610000133e+02,2.031250000000000000e+02,-4.062500004610000133e+02
0.000000000000000000e+00,1.609375000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-1.953125004334000039e+02,1.953125000000000000e+02,-3.906250004334000323e+02
0.000000000000000000e+00,1.625000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-1.875000003975000027e+02,1.875000000000000000e+02,-3.750000003975000027e+02
0.000000000000000000e+00,1.640625000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-1.796875003703999880e+02,1.796875000000000000e+02,-3.593750003704000164e+02
0.000000000000000000e+00,1.656250000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-1.718750003405000086e+02,1.718750000000000000e+02,-3.437500003405000371e+02
0.000000000000000000e+00,1.671875000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-1.640625003096000114e+02,1.640625000000000000e+02,-3.281250003096000114e+02
0.000000000000000000e+00,1.687500000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-1.562500002872999971e+02,1.562500000000000000e+02,-3.125000002872999971e+02
0.000000000000000000e+00,1.703125000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-1.484375002612999879e+02,1.484375000000000000e+02,-2.968750002612999879e+02
0.000000000000000000e+00,1.718750000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-1.406250002483000117e+02,1.406250000000000000e+02,-2.812500002483000117e+02
0.000000000000000000e+00,1.734375000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-1.328125002232999918e+02,1.328125000000000000e+02,-2.656250002232999918e+02
0.000000000000000000e+00,1.750000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-1.250000002132999981e+02,1.250000000000000000e+02,-2.500000002132999839e+02
0.000000000000000000e+00,1.765625000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-1.171875001976000021e+02,1.171875000000000000e+02,-2.343750001976000021e+02
0.000000000000000000e+00,1.781250000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-1.093750001753000021e+02,1.093750000000000000e+02,-2.187500001752999879e+02
0.000000000000000000e+00,1.796875000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-1.015625001569000005e+02,1.015625000000000000e+02,-2.031250001569000005e+02
0.000000000000000000e+00,1.812500000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-9.375000013378999597e+01,9.375000000000000000e+01,-1.875000001337899960e+02
0.000000000000000000e+00,1.828125000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-8.593750011854000093e+01,8.593750000000000000e+01,-1.718750001185400151e+02
0.000000000000000000e+00,1.843750000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-7.812500010400999884e+01,7.812500000000000000e+01,-1.562500001040099846e+02
0.000000000000000000e+00,1.859375000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-7.031250007699000548e+01,7.031250000000000000e+01,-1.406250000769900055e+02
0.000000000000000000e+00,1.875000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-6.250000005985000229e+01,6.250000000000000000e+01,-1.250000000598500094e+02
0.000000000000000000e+00,1.890625000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-5.468750004489000105e+01,5.468750000000000000e+01,-1.093750000448900010e+02
0.000000000000000000e+00,1.906250000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-4.687500003049999719e+01,4.687500000000000000e+01,-9.375000003049999009e+01
0.000000000000000000e+00,1.921875000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-3.906250003003999893e+01,3.906250000000000000e+01,-7.812500003003999893e+01
0.000000000000000000e+00,1.937500000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-3.125000001925999982e+01,3.125000000000000000e+01,-6.250000001925999982e+01
0.000000000000000000e+00,1.953125000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-2.343750001455000032e+01,2.343750000000000000e+01,-4.687500001454999676e+01
0.000000000000000000e+00,1.968750000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-1.562500000564000047e+01,1.562500000000000000e+01,-3.125000000564000047e+01
0.000000000000000000e+00,1.984375000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-7.812500003419000194e+00,7.812500000000000000e+00,-1.562500000341900019e+01
0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.906249999507000137e+00,0.000000000000000000e+00,-3.906249999507000137e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-4.960937499377999984e+02,5.000000000000000000e+02,-9.960937499377999984e+02
1.000000000000000000e+00,1.562500000000000000e-02,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-4.921874999396999897e+02,4.921875000000000000e+02,-9.843749999397000465e+02
1.000000000000000000e+00,3.125000000000000000e-02,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-4.843749999434999722e+02,4.843750000000000000e+02,-9.687499999434999154e+02
1.000000000000000000e+00,4.687500000000000000e-02,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-4.765624999473999992e+02,4.765625000000000000e+02,-9.531249999474000560e+02
1.000000000000000000e+00,6.250000000000000000e-02,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-4.687499999511999818e+02,4.687500000000000000e+02,-9.374999999511999249e+02
1.000000000000000000e+00,7.812500000000000000e-02,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-4.609374999551000087e+02,4.609375000000000000e+02,-9.218749999551000656e+02
1.000000000000000000e+00,9.375000000000000000e-02,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-4.531249999588999913e+02,4.531250000000000000e+02,-9.062499999588999344e+02
1.000000000000000000e+00,1.093750000000000000e-01,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-4.453124999628000182e+02,4.453125000000000000e+02,-8.906249999628000751e+02
1.000000000000000000e+00,1.250000000000000000e-01,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-4.374999999666000008e+02,4.375000000000000000e+02,-8.749999999665999439e+02
1.000000000000000000e+00,1.406250000000000000e-01,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-4.296874999705000278e+02,4.296875000000000000e+02,-8.593749999705000846e+02
1.000000000000000000e+00,1.562500000000000000e-01,0.000000000000000000e+00,5.000000000000000000e+02,-5.000000000000000000e+02,-4.218749999743999979e+02,4.218750000000000000e+02,-8.437499999743999979e+02
