Row (Global DOF),Column (Global DOF),K Value
51,57,-3.378322080000e+04
52,44,-4.421250000000e+07
52,46,2.950166250000e+05
52,50,0.000000000000e+00
52,52,4.936529250000e+06
52,56,4.421250000000e+07
52,58,2.950166250000e+05
53,43,4.421250000000e+07
53,47,-5.632997775000e+06
53,49,0.000000000000e+00
53,53,1.679255805000e+07
53,55,-4.421250000000e+07
53,59,-5.632997775000e+06
54,48,-4.401600000000e+09
54,54,8.803200000000e+09
54,60,-4.401600000000e+09
55,49,-1.414800000000e+09
55,53,-4.421250000000e+07
55,55,2.829600000000e+09
55,59,0.000000000000e+00
55,61,-1.414800000000e+09
55,65,4.421250000000e+07
56,50,-1.414800000000e+09
56,52,4.421250000000e+07
56,56,2.829600000000e+09
56,58,0.000000000000e+00
56,62,-1.414800000000e+09
56,64,-4.421250000000e+07
57,51,-3.378322080000e+04
57,57,6.756644160000e+04
57,63,-3.378322080000e+04
58,50,-4.421250000000e+07
58,52,2.950166250000e+05
58,56,0.000000000000e+00
58,58,4.936529250000e+06
58,62,4.421250000000e+07
58,64,2.950166250000e+05
59,49,4.421250000000e+07
59,53,-5.632997775000e+06
59,55,0.000000000000e+00
59,59,1.679255805000e+07
59,61,-4.421250000000e+07
59,65,-5.632997775000e+06
60,54,-4.401600000000e+09
60,60,8.803200000000e+09
60,66,-4.401600000000e+09
61,55,-1.414800000000e+09
61,59,-4.421250000000e+07
61,61,2.829600000000e+09
61,65,0.000000000000e+00
61,67,-1.414800000000e+09
61,71,4.421250000000e+07
62,56,-1.414800000000e+09
62,58,4.421250000000e+07
62,62,2.829600000000e+09
62,64,0.000000000000e+00
62,68,-1.414800000000e+09
62,70,-4.421250000000e+07
63,57,-3.378322080000e+04
63,63,6.756644160000e+04
63,69,-3.378322080000e+04
64,56,-4.421250000000e+07
64,58,2.950166250000e+05
64,62,0.000000000000e+00
64,64,4.936529250000e+06
64,68,4.421250000000e+07
64,70,2.950166250000e+05
65,55,4.421250000000e+07
65,59,-5.632997775000e+06
65,61,0.000000000000e+00
65,65,1.679255805000e+07
65,67,-4.421250000000e+07
65,71,-5.632997775000e+06
66,60,-4.401600000000e+09
66,66,8.803200000000e+09
66,72,-4.401600000000e+09
67,61,-1.414800000000e+09
67,65,-4.421250000000e+07
67,67,2.829600000000e+09
67,71,0.000000000000e+00
67,73,-1.414800000000e+09
67,77,4.421250000000e+07
68,62,-1.414800000000e+09
68,64,4.421250000000e+07
68,68,2.829600000000e+09
68,70,0.000000000000e+00
68,74,-1.414800000000e+09
68,76,-4.421250000000e+07
69,63,-3.378322080000e+04
69,69,6.756644160000e+04
69,75,-3.378322080000e+04
70,62,-4.421250000000e+07
70,64,2.950166250000e+05
70,68,0.000000000000e+00
70,70,4.936529250000e+06
70,74,4.421250000000e+07
70,76,2.950166250000e+05
71,61,4.421250000000e+07
71,65,-5.632997775000e+06
71,67,0.000000000000e+00
71,71,1.679255805000e+07
71,73,-4.421250000000e+07
71,77,-5.632997775000e+06
72,66,-4.401600000000e+09
72,72,8.803200000000e+09
72,78,-4.401600000000e+09
73,67,-1.414800000000e+09
73,71,-4.421250000000e+07
73,73,2.829600000000e+09
73,77,0.000000000000e+00
73,79,-1.414800000000e+09
73,83,4.421250000000e+07
74,68,-1.414800000000e+09
74,70,4.421250000000e+07
74,74,2.829600000000e+09
74,76,0.000000000000e+00
74,80,-1.414800000000e+09
74,82,-4.421250000000e+07
75,69,-3.378322080000e+04
75,75,6.756644160000e+04
75,81,-3.378322080000e+04
76,68,-4.421250000000e+07
76,70,2.950166250000e+05
76,74,0.000000000000e+00
76,76,4.936529250000e+06
76,80,4.421250000000e+07
76,82,2.950166250000e+05
77,67,4.421250000000e+07
77,71,-5.632997775000e+06
77,73,0.000000000000e+00
77,77,1.679255805000e+07
77,79,-4.421250000000e+07
77,83,-5.632997775000e+06
78,72,-4.401600000000e+09
78,78,8.803200000000e+09
78,84,-4.401600000000e+09
79,73,-1.414800000000e+09
79,77,-4.421250000000e+07
79,79,2.829600000000e+09
79,83,0.000000000000e+00
79,85,-1.414800000000e+09
79,89,4.421250000000e+07
80,74,-1.414800000000e+09
80,76,4.421250000000e+07
80,80,2.829600000000e+09
80,82,0.000000000000e+00
80,86,-1.414800000000e+09
80,88,-4.421250000000e+07
81,75,-3.378322080000e+04
81,81,6.756644160000e+04
81,87,-3.378322080000e+04
82,74,-4.421250000000e+07
82,76,2.950166250000e+05
82,80,0.000000000000e+00
82,82,4.936529250000e+06
82,86,4.421250000000e+07
82,88,2.950166250000e+05
83,73,4.421250000000e+07
83,77,-5.632997775000e+06
83,79,0.000000000000e+00
83,83,1.679255805000e+07
83,85,-4.421250000000e+07
83,89,-5.632997775000e+06
84,78,-4.401600000000e+09
84,84,8.803200000000e+09
84,90,-4.401600000000e+09
85,79,-1.414800000000e+09
85,83,-4.421250000000e+07
85,85,2.829600000000e+09
85,89,0.000000000000e+00
85,91,-1.414800000000e+09
85,95,4.421250000000e+07
86,80,-1.414800000000e+09
86,82,4.421250000000e+07
86,86,2.829600000000e+09
86,88,0.000000000000e+00
86,92,-1.414800000000e+09
86,94,-4.421250000000e+07
87,81,-3.378322080000e+04
87,87,6.756644160000e+04
87,93,-3.378322080000e+04
88,80,-4.421250000000e+07
88,82,2.950166250000e+05
88,86,0.000000000000e+00
88,88,4.936529250000e+06
88,92,4.421250000000e+07
88,94,2.950166250000e+05
89,79,4.421250000000e+07
89,83,-5.632997775000e+06
89,85,0.000000000000e+00
89,89,1.679255805000e+07
89,91,-4.421250000000e+07
89,95,-5.632997775000e+06
90,84,-4.401600000000e+09
90,90,8.803200000000e+09
90,96,-4.401600000000e+09
91,85,-1.414800000000e+09
91,89,-4.421250000000e+07
91,91,2.829600000000e+09
91,95,0.000000000000e+00
91,97,-1.414800000000e+09
91,101,4.421250000000e+07
92,86,-1.414800000000e+09
92,88,4.421250000000e+07
92,92,2.829600000000e+09
92,94,0.000000000000e+00
92,98,-1.414800000000e+09
92,100,-4.421250000000e+07
93,87,-3.378322080000e+04
93,93,6.756644160000e+04
93,99,-3.378322080000e+04
94,86,-4.421250000000e+07
94,88,2.950166250000e+05
94,92,0.000000000000e+00
94,94,4.936529250000e+06
94,98,4.421250000000e+07
94,100,2.950166250000e+05
95,85,4.421250000000e+07
95,89,-5.632997775000e+06
95,91,0.000000000000e+00
95,95,1.679255805000e+07
95,97,-4.421250000000e+07
95,101,-5.632997775000e+06
96,90,-4.401600000000e+09
96,96,8.803200000000e+09
96,102,-4.401600000000e+09
97,91,-1.414800000000e+09
97,95,-4.421250000000e+07
97,97,2.829600000000e+09
97,101,0.000000000000e+00
97,103,-1.414800000000e+09
97,107,4.421250000000e+07
98,92,-1.414800000000e+09
98,94,4.421250000000e+07
98,98,2.829600000000e+09
98,100,0.000000000000e+00
98,104,-1.414800000000e+09
98,106,-4.421250000000e+07
99,93,-3.378322080000e+04
99,99,6.756644160000e+04
99,105,-3.378322080000e+04
100,92,-4.421250000000e+07
100,94,2.950166250000e+05
100,98,0.000000000000e+00
100,100,4.936529250000e+06
100,104,4.421250000000e+07
100,106,2.950166250000e+05
101,91,4.421250000000e+07
101,95,-5.632997775000e+06
101,97,0.000000000000e+00
101,101,1.679255805000e+07
101,103,-4.421250000000e+07
101,107,-5.632997775000e+06
102,96,-4.401600000000e+09
102,102,8.803200000000e+09
102,108,-4.401600000000e+09
103,97,-1.414800000000e+09
103,101,-4.421250000000e+07
103,103,2.829600000000e+09
103,107,0.000000000000e+00
103,109,-1.414800000000e+09
103,113,4.421250000000e+07
104,98,-1.414800000000e+09
104,100,4.421250000000e+07
104,104,2.829600000000e+09
104,106,0.000000000000e+00
104,110,-1.414800000000e+09
104,112,-4.421250000000e+07
105,99,-3.378322080000e+04
105,105,6.756644160000e+04
105,111,-3.378322080000e+04
106,98,-4.421250000000e+07
106,100,2.950166250000e+05
106,104,0.000000000000e+00
106,106,4.936529250000e+06
106,110,4.421250000000e+07
106,112,2.950166250000e+05
107,97,4.421250000000e+07
107,101,-5.632997775000e+06
107,103,0.000000000000e+00
107,107,1.679255805000e+07
107,109,-4.421250000000e+07
107,113,-5.632997775000e+06
108,102,-4.401600000000e+09
108,108,8.803200000000e+09
108,114,-4.401600000000e+09
109,103,-1.414800000000e+09
109,107,-4.421250000000e+07
109,109,2.829600000000e+09
109,113,0.000000000000e+00
109,115,-1.414800000000e+09
109,119,4.421250000000e+07
110,104,-1.414800000000e+09
110,106,4.421250000000e+07
110,110,2.829600000000e+09
110,112,0.000000000000e+00
110,116,-1.414800000000e+09
110,118,-4.421250000000e+07
111,105,-3.378322080000e+04
111,111,6.756644160000e+04
111,117,-3.378322080000e+04
112,104,-4.421250000000e+07
112,106,2.950166250000e+05
112,110,0.000000000000e+00
112,112,4.936529250000e+06
112,116,4.421250000000e+07
112,118,2.950166250000e+05
113,103,4.421250000000e+07
113,107,-5.632997775000e+06
113,109,0.000000000000e+00
113,113,1.679255805000e+07
113,115,-4.421250000000e+07
113,119,-5.632997775000e+06
114,108,-4.401600000000e+09
114,114,8.803200000000e+09
114,120,-4.401600000000e+09
115,109,-1.414800000000e+09
115,113,-4.421250000000e+07
115,115,2.829600000000e+09
115,119,0.000000000000e+00
115,121,-1.414800000000e+09
115,125,4.421250000000e+07
116,110,-1.414800000000e+09
116,112,4.421250000000e+07
116,116,2.829600000000e+09
116,118,0.000000000000e+00
116,122,-1.414800000000e+09
116,124,-4.421250000000e+07
117,111,-3.378322080000e+04
117,117,6.756644160000e+04
117,123,-3.378322080000e+04
118,110,-4.421250000000e+07
118,112,2.950166250000e+05
118,116,0.000000000000e+00
118,118,4.936529250000e+06
118,122,4.421250000000e+07
118,124,2.950166250000e+05
119,109,4.421250000000e+07
119,113,-5.632997775000e+06
119,115,0.000000000000e+00
119,119,1.679255805000e+07
119,121,-4.421250000000e+07
119,125,-5.632997775000e+06
120,114,-4.401600000000e+09
120,120,8.803200000000e+09
120,126,-4.401600000000e+09
121,115,-1.414800000000e+09
121,119,-4.421250000000e+07
121,121,2.829600000000e+09
121,125,0.000000000000e+00
121,127,-1.414800000000e+09
121,131,4.421250000000e+07
122,116,-1.414800000000e+09
122,118,4.421250000000e+07
122,122,2.829600000000e+09
122,124,0.000000000000e+00
122,128,-1.414800000000e+09
122,130,-4.421250000000e+07
123,117,-3.378322080000e+04
123,123,6.756644160000e+04
123,129,-3.378322080000e+04
124,116,-4.421250000000e+07
124,118,2.950166250000e+05
124,122,0.000000000000e+00
124,124,4.936529250000e+06
124,128,4.421250000000e+07
124,130,2.950166250000e+05
125,115,4.421250000000e+07
125,119,-5.632997775000e+06
125,121,0.000000000000e+00
125,125,1.679255805000e+07
125,127,-4.421250000000e+07
125,131,-5.632997775000e+06
126,120,-4.401600000000e+09
126,126,8.803200000000e+09
126,132,-4.401600000000e+09
127,121,-1.414800000000e+09
127,125,-4.421250000000e+07
127,127,2.829600000000e+09
127,131,0.000000000000e+00
127,133,-1.414800000000e+09
127,137,4.421250000000e+07
128,122,-1.414800000000e+09
128,124,4.421250000000e+07
128,128,2.829600000000e+09
128,130,0.000000000000e+00
128,134,-1.414800000000e+09
128,136,-4.421250000000e+07
129,123,-3.378322080000e+04
129,129,6.756644160000e+04
129,135,-3.378322080000e+04
130,122,-4.421250000000e+07
130,124,2.950166250000e+05
130,128,0.000000000000e+00
130,130,4.936529250000e+06
130,134,4.421250000000e+07
130,136,2.950166250000e+05
131,121,4.421250000000e+07
131,125,-5.632997775000e+06
131,127,0.000000000000e+00
131,131,1.679255805000e+07
131,133,-4.421250000000e+07
131,137,-5.632997775000e+06
132,126,-4.401600000000e+09
132,132,8.803200000000e+09
132,138,-4.401600000000e+09
133,127,-1.414800000000e+09
133,131,-4.421250000000e+07
133,133,2.829600000000e+09
133,137,0.000000000000e+00
133,139,-1.414800000000e+09
133,143,4.421250000000e+07
134,128,-1.414800000000e+09
134,130,4.421250000000e+07
134,134,2.829600000000e+09
134,136,0.000000000000e+00
134,140,-1.414800000000e+09
134,142,-4.421250000000e+07
135,129,-3.378322080000e+04
135,135,6.756644160000e+04
135,141,-3.378322080000e+04
136,128,-4.421250000000e+07
136,130,2.950166250000e+05
136,134,0.000000000000e+00
136,136,4.936529250000e+06
136,140,4.421250000000e+07
136,142,2.950166250000e+05
137,127,4.421250000000e+07
137,131,-5.632997775000e+06
137,133,0.000000000000e+00
137,137,1.679255805000e+07
137,139,-4.421250000000e+07
137,143,-5.632997775000e+06
138,132,-4.401600000000e+09
138,138,8.803200000000e+09
138,144,-4.401600000000e+09
139,133,-1.414800000000e+09
139,137,-4.421250000000e+07
139,139,2.829600000000e+09
139,143,0.000000000000e+00
139,145,-1.414800000000e+09
139,149,4.421250000000e+07
140,134,-1.414800000000e+09
140,136,4.421250000000e+07
140,140,2.829600000000e+09
140,142,0.000000000000e+00
140,146,-1.414800000000e+09
140,148,-4.421250000000e+07
141,135,-3.378322080000e+04
141,141,6.756644160000e+04
141,147,-3.378322080000e+04
142,134,-4.421250000000e+07
142,136,2.950166250000e+05
142,140,0.000000000000e+00
142,142,4.936529250000e+06
142,146,4.421250000000e+07
142,148,2.950166250000e+05
143,133,4.421250000000e+07
143,137,-5.632997775000e+06
143,139,0.000000000000e+00
143,143,1.679255805000e+07
143,145,-4.421250000000e+07
143,149,-5.632997775000e+06
144,138,-4.401600000000e+09
144,144,8.803200000000e+09
144,150,-4.401600000000e+09
145,139,-1.414800000000e+09
145,143,-4.421250000000e+07
145,145,2.829600000000e+09
145,149,0.000000000000e+00
145,151,-1.414800000000e+09
145,155,4.421250000000e+07
146,140,-1.414800000000e+09
146,142,4.421250000000e+07
146,146,2.829600000000e+09
146,148,0.000000000000e+00
146,152,-1.414800000000e+09
146,154,-4.421250000000e+07
147,141,-3.378322080000e+04
147,147,6.756644160000e+04
147,153,-3.378322080000e+04
148,140,-4.421250000000e+07
148,142,2.950166250000e+05
148,146,0.000000000000e+00
148,148,4.936529250000e+06
148,152,4.421250000000e+07
148,154,2.950166250000e+05
149,139,4.421250000000e+07
149,143,-5.632997775000e+06
149,145,0.000000000000e+00
149,149,1.679255805000e+07
149,151,-4.421250000000e+07
149,155,-5.632997775000e+06
150,144,-4.401600000000e+09
150,150,8.803200000000e+09
150,156,-4.401600000000e+09
151,145,-1.414800000000e+09
151,149,-4.421250000000e+07
151,151,2.829600000000e+09
151,155,0.000000000000e+00
151,157,-1.414800000000e+09
151,161,4.421250000000e+07
152,146,-1.414800000000e+09
152,148,4.421250000000e+07
152,152,2.829600000000e+09
152,154,0.000000000000e+00
152,158,-1.414800000000e+09
152,160,-4.421250000000e+07
153,147,-3.378322080000e+04
153,153,6.756644160000e+04
153,159,-3.378322080000e+04
154,146,-4.421250000000e+07
154,148,2.950166250000e+05
154,152,0.000000000000e+00
154,154,4.936529250000e+06
154,158,4.421250000000e+07
154,160,2.950166250000e+05
155,145,4.421250000000e+07
155,149,-5.632997775000e+06
155,151,0.000000000000e+00
155,155,1.679255805000e+07
155,157,-4.421250000000e+07
155,161,-5.632997775000e+06
156,150,-4.401600000000e+09
156,156,8.803200000000e+09
156,162,-4.401600000000e+09
157,151,-1.414800000000e+09
157,155,-4.421250000000e+07
157,157,2.829600000000e+09
157,161,0.000000000000e+00
157,163,-1.414800000000e+09
157,167,4.421250000000e+07
158,152,-1.414800000000e+09
158,154,4.421250000000e+07
158,158,2.829600000000e+09
158,160,0.000000000000e+00
158,164,-1.414800000000e+09
158,166,-4.421250000000e+07
159,153,-3.378322080000e+04
159,159,6.756644160000e+04
159,165,-3.378322080000e+04
160,152,-4.421250000000e+07
160,154,2.950166250000e+05
160,158,0.000000000000e+00
160,160,4.936529250000e+06
160,164,4.421250000000e+07
160,166,2.950166250000e+05
161,151,4.421250000000e+07
161,155,-5.632997775000e+06
161,157,0.000000000000e+00
161,161,1.679255805000e+07
161,163,-4.421250000000e+07
161,167,-5.632997775000e+06
162,156,-4.401600000000e+09
162,162,8.803200000000e+09
162,168,-4.401600000000e+09
163,157,-1.414800000000e+09
163,161,-4.421250000000e+07
163,163,2.829600000000e+09
163,167,0.000000000000e+00
163,169,-1.414800000000e+09
163,173,4.421250000000e+07
164,158,-1.414800000000e+09
164,160,4.421250000000e+07
164,164,2.829600000000e+09
164,166,0.000000000000e+00
164,170,-1.414800000000e+09
164,172,-4.421250000000e+07
165,159,-3.378322080000e+04
165,165,6.756644160000e+04
165,171,-3.378322080000e+04
166,158,-4.421250000000e+07
166,160,2.950166250000e+05
166,164,0.000000000000e+00
166,166,4.936529250000e+06
166,170,4.421250000000e+07
166,172,2.950166250000e+05
167,157,4.421250000000e+07
167,161,-5.632997775000e+06
167,163,0.000000000000e+00
167,167,1.679255805000e+07
167,169,-4.421250000000e+07
167,173,-5.632997775000e+06
168,162,-4.401600000000e+09
168,168,8.803200000000e+09
168,174,-4.401600000000e+09
169,163,-1.414800000000e+09
169,167,-4.421250000000e+07
169,169,2.829600000000e+09
169,173,0.000000000000e+00
169,175,-1.414800000000e+09
169,179,4.421250000000e+07
170,164,-1.414800000000e+09
170,166,4.421250000000e+07
170,170,2.829600000000e+09
170,172,0.000000000000e+00
170,176,-1.414800000000e+09
170,178,-4.421250000000e+07
171,165,-3.378322080000e+04
171,171,6.756644160000e+04
171,177,-3.378322080000e+04
172,164,-4.421250000000e+07
172,166,2.950166250000e+05
172,170,0.000000000000e+00
172,172,4.936529250000e+06
172,176,4.421250000000e+07
172,178,2.950166250000e+05
173,163,4.421250000000e+07
173,167,-5.632997775000e+06
173,169,0.000000000000e+00
173,173,1.679255805000e+07
173,175,-4.421250000000e+07
173,179,-5.632997775000e+06
174,168,-4.401600000000e+09
174,174,8.803200000000e+09
174,180,-4.401600000000e+09
175,169,-1.414800000000e+09
175,173,-4.421250000000e+07
175,175,2.829600000000e+09
175,179,0.000000000000e+00
175,181,-1.414800000000e+09
175,185,4.421250000000e+07
176,170,-1.414800000000e+09
176,172,4.421250000000e+07
176,176,2.829600000000e+09
176,178,0.000000000000e+00
176,182,-1.414800000000e+09
176,184,-4.421250000000e+07
177,171,-3.378322080000e+04
177,177,6.756644160000e+04
177,183,-3.378322080000e+04
178,170,-4.421250000000e+07
178,172,2.950166250000e+05
178,176,0.000000000000e+00
178,178,4.936529250000e+06
178,182,4.421250000000e+07
178,184,2.950166250000e+05
179,169,4.421250000000e+07
179,173,-5.632997775000e+06
179,175,0.000000000000e+00
179,179,1.679255805000e+07
179,181,-4.421250000000e+07
179,185,-5.632997775000e+06
180,174,-4.401600000000e+09
180,180,8.803200000000e+09
180,186,-4.401600000000e+09
181,175,-1.414800000000e+09
181,179,-4.421250000000e+07
181,181,2.829600000000e+09
181,185,0.000000000000e+00
181,187,-1.414800000000e+09
181,191,4.421250000000e+07
182,176,-1.414800000000e+09
182,178,4.421250000000e+07
182,182,2.829600000000e+09
182,184,0.000000000000e+00
182,188,-1.414800000000e+09
182,190,-4.421250000000e+07
183,177,-3.378322080000e+04
183,183,6.756644160000e+04
183,189,-3.378322080000e+04
184,176,-4.421250000000e+07
184,178,2.950166250000e+05
184,182,0.000000000000e+00
184,184,4.936529250000e+06
184,188,4.421250000000e+07
184,190,2.950166250000e+05
185,175,4.421250000000e+07
185,179,-5.632997775000e+06
185,181,0.000000000000e+00
185,185,1.679255805000e+07
185,187,-4.421250000000e+07
185,191,-5.632997775000e+06
186,180,-4.401600000000e+09
186,186,8.803200000000e+09
186,192,-4.401600000000e+09
187,181,-1.414800000000e+09
187,185,-4.421250000000e+07
187,187,2.829600000000e+09
187,191,0.000000000000e+00
187,193,-1.414800000000e+09
187,197,4.421250000000e+07
188,182,-1.414800000000e+09
188,184,4.421250000000e+07
188,188,2.829600000000e+09
188,190,0.000000000000e+00
188,194,-1.414800000000e+09
188,196,-4.421250000000e+07
189,183,-3.378322080000e+04
189,189,6.756644160000e+04
189,195,-3.378322080000e+04
190,182,-4.421250000000e+07
190,184,2.950166250000e+05
190,188,0.000000000000e+00
190,190,4.936529250000e+06
190,194,4.421250000000e+07
190,196,2.950166250000e+05
191,181,4.421250000000e+07
191,185,-5.632997775000e+06
191,187,0.000000000000e+00
191,191,1.679255805000e+07
191,193,-4.421250000000e+07
191,197,-5.632997775000e+06
192,186,-4.401600000000e+09
192,192,4.401600000000e+09
193,187,-1.414800000000e+09
193,191,-4.421250000000e+07
193,193,1.414800000000e+09
193,197,-4.421250000000e+07
194,188,-1.414800000000e+09
194,190,4.421250000000e+07
194,194,1.414800000000e+09
194,196,4.421250000000e+07
195,189,-3.378322080000e+04
195,195,3.378322080000e+04
196,188,-4.421250000000e+07
196,190,2.950166250000e+05
196,194,4.421250000000e+07
196,196,2.468264625000e+06
197,187,4.421250000000e+07
197,191,-5.632997775000e+06
197,193,-4.421250000000e+07
197,197,8.396279025000e+06
