2026-02-26 16:19:33,773 [DEBUG] 📁 Log file created at: c:\Users\s1834431\Programs\fem_model\post_processing\results\job_0011_n16_2026-02-26_16-19-30-579225_pid18316_8b7cafa3\logs\ModifyGlobalSystem.log (Module: modification, Line: 134)
2026-02-26 16:19:33,773 [INFO] 🔧 Applying stabilized boundary conditions... (Module: modification, Line: 152)
2026-02-26 16:19:33,773 [DEBUG] Computed penalty value: 1.00e+36 (Module: modification, Line: 210)
2026-02-26 16:19:33,773 [DEBUG] 
  47   49 -4.421250e+07
  53   55 -4.421250e+07
  58   64  2.219969e+06
  20   20  1.414800e+09
  11   13 -4.421250e+07
  50   46  4.421250e+07
  51   57 -1.689161e+04
  32   38 -7.074000e+08
  29   23 -7.440380e+05
  40   38  0.000000e+00
  88   82  2.219969e+06
  80   82  0.000000e+00
  14   22 -4.421250e+07
  61   71  4.421250e+07
  87   81 -1.689161e+04
  22   28  2.219969e+06
  85   95  4.421250e+07
  72   66 -2.200800e+09
   8   10  0.000000e+00
  83   83  1.254120e+07
 100   98  4.421250e+07
  52   56  4.421250e+07
  39   33 -1.689161e+04
  23   23  1.254120e+07
 101   95 -7.440380e+05
  95   85  4.421250e+07
  29   19  4.421250e+07
  37   31 -7.074000e+08
  37   41  0.000000e+00
   9    9  3.378322e+04
  70   70  6.613186e+06
  28   34  2.219969e+06
  73   71 -4.421250e+07
  34   40  2.219969e+06
  54   54  4.401600e+09
  59   49  4.421250e+07
  74   70  4.421250e+07
  82   74 -4.421250e+07
  56   58  0.000000e+00
  79   79  1.414800e+09
  10   10  6.613186e+06
  66   60 -2.200800e+09
  61   55 -7.074000e+08
  52   50  0.000000e+00
 100   92 -4.421250e+07
   3    3  1.000000e+36
  72   72  4.401600e+09
  32   26 -7.074000e+08
  62   70 -4.421250e+07
  64   62  0.000000e+00
  22   22  6.613186e+06
  43   53  4.421250e+07
  77   73  0.000000e+00
  95   97 -4.421250e+07
  62   56 -7.074000e+08
  65   67 -4.421250e+07
  88   88  6.613186e+06
  43   47  0.000000e+00
  90   96 -2.200800e+09
  23   13  4.421250e+07
  68   68  1.414800e+09
  58   62  4.421250e+07
   7   17  4.421250e+07
  77   79 -4.421250e+07
  24   18 -2.200800e+09
  60   54 -2.200800e+09
  14   10  4.421250e+07
  96   96  2.200800e+09
  18   24 -2.200800e+09
  15    9 -1.689161e+04
  61   59 -4.421250e+07
  17    7  4.421250e+07
  49   43 -7.074000e+08
  81   75 -1.689161e+04
  89   85  0.000000e+00
  86   94 -4.421250e+07
  31   37 -7.074000e+08
  51   51  3.378322e+04
  19   23  0.000000e+00
  77   77  1.254120e+07
  32   40 -4.421250e+07
  44   44  1.414800e+09
  11   11  1.254120e+07
  15   21 -1.689161e+04
   0    0  1.000000e+36
  47   41 -7.440380e+05
  91   97 -7.074000e+08
  26   28  0.000000e+00
  76   82  2.219969e+06
  67   77  4.421250e+07
  98   94  4.421250e+07
  42   48 -2.200800e+09
  58   56  0.000000e+00
  25   35  4.421250e+07
  93   99 -1.689161e+04
  26   20 -7.074000e+08
  89   89  1.254120e+07
  40   46  2.219969e+06
  20   26 -7.074000e+08
  68   62 -7.074000e+08
  16   20  4.421250e+07
  75   69 -1.689161e+04
  48   48  4.401600e+09
  62   68 -7.074000e+08
  52   52  6.613186e+06
  36   42 -2.200800e+09
  35   35  1.254120e+07
  73   83  4.421250e+07
  43   41 -4.421250e+07
  78   72 -2.200800e+09
  33   27 -1.689161e+04
  91   85 -7.074000e+08
 101   97 -4.421250e+07
  59   55  0.000000e+00
  71   73 -4.421250e+07
  47   47  1.254120e+07
  23   25 -4.421250e+07
  31   31  1.414800e+09
  88   86  0.000000e+00
  92   98 -7.074000e+08
  83   85 -4.421250e+07
  25   25  1.414800e+09
  23   19  0.000000e+00
  60   60  4.401600e+09
  31   25 -7.074000e+08
  78   84 -2.200800e+09
  65   59 -7.440380e+05
  18   18  4.401600e+09
  71   65 -7.440380e+05
  58   58  6.613186e+06
  82   80  0.000000e+00
  90   90  4.401600e+09
  15   15  3.378322e+04
  28   22  2.219969e+06
  84   90 -2.200800e+09
  93   93  3.378322e+04
  61   67 -7.074000e+08
  89   95 -7.440380e+05
  14   16  0.000000e+00
  85   79 -7.074000e+08
  17   17  1.254120e+07
  88   92  4.421250e+07
  32   34  0.000000e+00
  65   55  4.421250e+07
  12   18 -2.200800e+09
  43   49 -7.074000e+08
  80   88 -4.421250e+07
  39   45 -1.689161e+04
  37   37  1.414800e+09
  55   65  4.421250e+07
  47   43  0.000000e+00
  13   13  1.414800e+09
  13   17  0.000000e+00
  32   32  1.414800e+09
  44   38 -7.074000e+08
  94   94  6.613186e+06
  64   68  4.421250e+07
  86   88  0.000000e+00
  92   86 -7.074000e+08
  36   36  4.401600e+09
  64   58  2.219969e+06
  94   86 -4.421250e+07
  42   42  4.401600e+09
  26   32 -7.074000e+08
  74   76  0.000000e+00
  93   87 -1.689161e+04
  74   68 -7.074000e+08
  46   46  6.613186e+06
  55   61 -7.074000e+08
  29   35 -7.440380e+05
  88   80 -4.421250e+07
  59   65 -7.440380e+05
  21   21  3.378322e+04
  73   79 -7.074000e+08
  11   17 -7.440380e+05
  40   34  2.219969e+06
  74   74  1.414800e+09
  97   97  7.074000e+08
  41   43 -4.421250e+07
  98   92 -7.074000e+08
  14   20 -7.074000e+08
  45   51 -1.689161e+04
  70   62 -4.421250e+07
  86   82  4.421250e+07
  24   30 -2.200800e+09
  20   28 -4.421250e+07
  24   24  4.401600e+09
  65   61  0.000000e+00
  55   59  0.000000e+00
  62   62  1.414800e+09
  49   49  1.414800e+09
   7   11  0.000000e+00
  79   73 -7.074000e+08
  46   40  2.219969e+06
  57   51 -1.689161e+04
  71   71  1.254120e+07
  45   45  3.378322e+04
  30   30  4.401600e+09
  16   16  6.613186e+06
  41   37  0.000000e+00 (Module: modification, Line: 346)
2026-02-26 16:19:33,781 [DEBUG] 
Condition Estimate: 5.9e+31 (Module: modification, Line: 352)
2026-02-26 16:19:33,782 [INFO] ✅ Boundary conditions applied in 0.01s (Module: modification, Line: 170)
